pkt,Channel,ant_info,phi_info,mag_info,theta_info,time_stamp
10,31,(106-55j),117.4233507071095,119.41942890501528,0.97857549770885,1648.0
10,31,(77-92j),140.07213287251452,119.97082978791136,1.1673485338980671,1648.25
10,31,(23-110j),168.1901170429718,112.37882362794157,1.4017241315376094,1648.5
10,31,(-36-102j),-160.55996517182382,108.16653826391968,-1.3381213502496245,1648.75
10,31,(-62+113j),-28.752368427214353,128.89142717807107,-0.23960376859431579,1650.0
10,31,(-12+126j),-5.440332031005506,126.57013865837392,-0.045336104989195554,1650.25
10,31,(33+122j),15.135835503748044,126.38433447227548,0.12613206440911187,1650.5
10,31,(78+100j),37.95423087513252,126.82271089990152,0.3162868636653694,1650.75
10,31,(39-118j),161.7108416499972,124.27791436936813,1.3477146225182037,1652.0
10,31,(-2-130j),-179.11859600341785,130.01538370516005,-1.4928238607832711,1652.25
10,31,(-28-125j),-167.37416312109272,128.09761902549164,-1.394922490018566,1652.5
10,31,(-32-112j),-164.05460409907712,116.48175822848829,-1.367251459472009,1652.75
10,31,(-75-3j),-92.29061004263853,75.05997601918082,-0.7691115146568831,1654.0
10,31,(-72+30j),-67.38013505195957,78.0,-0.5615101136623986,1654.25
10,31,(-54+57j),-43.45184230102204,78.5175139698144,-0.3621010962585994,1654.5
10,31,(-24+78j),-17.10272896905237,81.60882305241266,-0.14252288838841548,1654.75
10,31,(82-24j),106.31385242626057,85.44003745317531,0.8859840784568047,1656.0
10,31,(66-51j),127.69424046668918,83.40863264674707,1.0641798550104935,1656.25
10,31,(28-72j),158.74949449286677,77.25283166331187,1.3230300253225236,1656.5
10,31,(-19-75j),-165.78414652632648,77.3692445355388,-1.3816684611114978,1656.75
10,31,(-60+95j),-32.27564431457763,112.36102527122117,-0.26896469046650234,1658.0
10,31,(-15+111j),-7.696051722016569,112.00892821556681,-0.06413377774270808,1658.25
10,31,(28+106j),14.796762245057346,109.63576058932597,0.12330644722544037,1658.5
10,31,(71+82j),40.88777115528154,108.4665847162157,0.34073343467901723,1658.75
10,31,(43-105j),157.72973207994468,113.46365056704283,1.3145297536497464,1660.0
10,31,(2-114j),178.99491399474581,114.0175425099138,1.4917928276822474,1660.25
10,31,(-48-95j),-153.19421167020022,106.4377752492037,-1.276724084076987,1660.5
10,31,(-87-55j),-122.30041551040264,102.9271587094485,-1.0192238825851125,1660.75
10,31,(19+127j),8.508703316270307,128.41339493993607,0.0709058790677362,1662.0
10,31,(71+105j),34.06618321424421,126.75172582651489,0.28388602166086185,1662.25
10,31,(106+71j),56.185376627812964,127.58134659894448,0.46821668315778703,1662.5
10,31,(127+20j),81.05054191579113,128.56515857727553,0.6754368268789849,1662.75
10,31,(-49-113j),-156.55707928503773,123.1665539016173,-1.3047550936483228,1664.0
10,31,(-85-93j),-137.5733594631768,125.99206324209474,-1.146521176215119,1664.25
10,31,(-105-73j),-124.80849814997234,127.88275880665071,-1.0401279469168156,1664.5
10,31,(-101-58j),-119.86691685151301,116.46887996370532,-0.9989415815276087,1664.75
10,31,(-58+48j),-50.38931175997341,75.28612089887484,-0.41991469044734747,1666.0
10,31,(-36+69j),-27.552811576717804,77.82673062643708,-0.2296073776941671,1666.25
10,31,(-10+79j),-7.21426203920676,79.63039620647382,-0.06011886135825173,1666.5
10,31,(23+77j),16.63095370672142,80.36168241145776,0.13859141603819505,1666.75
10,31,(62-54j),131.05481377096245,82.21921916437786,1.092189591975629,1668.0
10,31,(39-74j),152.2095575205479,83.64807230295268,1.2685166083394839,1668.25
10,31,(-2-79j),-178.54978370906656,79.02531240052139,-1.4880821540809719,1668.5
10,31,(-51-60j),-139.63546342690262,78.74642849044012,-1.1637088688122756,1668.75
10,31,(-22+103j),-12.05676253383263,105.32331175955302,-0.10047307260877876,1670.0
10,31,(28+105j),14.931417178137556,108.66922287382016,0.12442857429008768,1670.25
10,31,(74+86j),40.71084667118098,113.45483682946268,0.33925903801925433,1670.5
10,31,(103+53j),62.77132082290876,115.83609109426992,0.5231016072691814,1670.75
10,31,(-14-121j),-173.40008301808612,121.80722474467596,-1.4451539176478552,1672.0
10,31,(-56-103j),-151.46754679300273,117.23907198540937,-1.262331677215059,1672.25
