pkt,angle_ant1,angle_ant2,angle_ant3,angle_ant4,Total_angle_average,tetha_ant1,tetha_ant2,tetha_ant3,tetha_ant4
61,-0.39063029986622483,-7.664213406864685,2.431791827906,2.7427065534154673,-0.7200863313523607,-0.003255462556287797,-0.06387492484483323,0.020267923522240657,0.02285868041025047
62,-0.12514315636509651,-7.197325965860691,2.7924227870217817,3.075302051184985,-0.36368607100475514,-0.001043011049674329,-0.05998390233874131,0.023273329040572745,0.0256304255861843
63,-0.3429477539892225,-7.175382898891604,2.6994016759998156,2.911878751786079,-0.4767625562737331,-0.002858081734542648,-0.059801024587708564,0.02249814163716593,0.024268544335211424
64,-0.7970529670058839,-7.3920698181848055,2.3535752450180936,2.507584568509488,-0.8319907429157767,-0.006642591201377548,-0.06160677331448756,0.019616122802433317,0.020899220676292758
65,-0.4420604996939009,-7.898985544115253,2.8536148293202355,2.9484543631258724,-0.6347442128407614,-0.003684178925329388,-0.06583152690231321,0.023783527771599096,0.02457341615402651
66,-0.9199678025064778,-8.176733515172932,2.4758963037677737,2.515998522428408,-1.0262016228708069,-0.007667093144844824,-0.06814616157398341,0.020635701224822677,0.020969363901993183
67,-0.82806339238038,-7.9518735016346405,2.631412683311408,2.649270788998384,-0.8748133554263068,-0.00690121867441564,-0.06627228190147069,0.02193167533785311,0.022079967011541007
68,-0.8697128094588531,-7.794792036807436,2.6864940068489735,2.6518899559290863,-0.8315302208720575,-0.007248295356893961,-0.06496324196642962,0.02239067746269324,0.02210178526703392
69,-0.8697128094588531,-7.794792036807436,2.6864940068489735,2.6518899559290863,-0.8315302208720575,-0.007248295356893961,-0.06496324196642962,0.02239067746269324,0.02210178526703392
70,-0.8697128094588531,-7.794792036807436,2.6864940068489735,2.6518899559290863,-0.8315302208720575,-0.007248295356893961,-0.06496324196642962,0.02239067746269324,0.02210178526703392
